Match ID,Season,Econ Loadout,Map,Kills,Deaths,Assists,K/D,Damage Delta/Round,Average Damage/Round,Entry Success Rate,Round Win %
94b6a626-edae-42e6-bdb4-dd472bc7d7ab,V26: A1,eco,Split,3,3,0,1,-32,125,1,0.75
94b6a626-edae-42e6-bdb4-dd472bc7d7ab,V26: A1,full,Split,3,3,0,1,-16,133.5,1,0.75
9682ff08-a32d-458d-90f0-7728662f0201,V26: A2,pistol,Bind,0,2,1,0,-72,46,0,0.5
9682ff08-a32d-458d-90f0-7728662f0201,V26: A2,semi,Bind,6,6,0,1,12,130,0,0.556
9682ff08-a32d-458d-90f0-7728662f0201,V26: A2,eco,Bind,4,5,1,0.8,45,133,1,0.556
9682ff08-a32d-458d-90f0-7728662f0201,V26: A2,full,Bind,4,0,0,,307,332.5,0,1
973f463e-43f3-4869-877e-125464624ae8,V26: A1,pistol,Bind,2,2,0,1,2,106,1,1
973f463e-43f3-4869-877e-125464624ae8,V26: A1,semi,Bind,5,1,2,5,133,184.67,1,1
973f463e-43f3-4869-877e-125464624ae8,V26: A1,eco,Bind,5,3,2,1.666666667,83,175.2,0.5,0.8
973f463e-43f3-4869-877e-125464624ae8,V26: A1,full,Bind,8,2,0,4,119,251.5,0,1
9b40acc8-565d-4b53-a8f3-4e4ba74f759e,V26: A1,pistol,Bind,2,1,0,2,63,135,1,0.5
9b40acc8-565d-4b53-a8f3-4e4ba74f759e,V26: A1,semi,Bind,8,9,2,0.888888889,-24,118.42,0.5,0.583
9b40acc8-565d-4b53-a8f3-4e4ba74f759e,V26: A1,eco,Bind,2,3,1,0.666666667,-68,95.25,0,0.5
9b40acc8-565d-4b53-a8f3-4e4ba74f759e,V26: A1,full,Bind,1,3,1,0.333333333,-105,40,0,0.75
9d0e36cc-061c-4366-a9da-848892ef2a45,V26: A3,pistol,Ascent,3,1,0,3,130,208,1,1
9d0e36cc-061c-4366-a9da-848892ef2a45,V26: A3,semi,Ascent,13,9,4,1.444444444,-3,154.08,0.5,0.333
9d0e36cc-061c-4366-a9da-848892ef2a45,V26: A3,eco,Ascent,8,4,2,2,47,156,0.5,0.714
9d0e36cc-061c-4366-a9da-848892ef2a45,V26: A3,full,Ascent,6,0,0,,263,341.67,0,0.667
9dc86f3c-9614-4da8-8016-540c5b9349b1,V26: A3,pistol,Split,0,1,0,0,-52,0,0,0.5
9dc86f3c-9614-4da8-8016-540c5b9349b1,V26: A3,semi,Split,2,9,2,0.222222222,-90,57.18,0,0.273
9dc86f3c-9614-4da8-8016-540c5b9349b1,V26: A3,full,Split,4,5,3,0.8,-29,162.4,0,0.4
9dc86f3c-9614-4da8-8016-540c5b9349b1,V26: A3,eco,Split,2,1,3,2,41,132.5,0,0.75
a1df5bc3-59cd-4e47-b82b-3e81f08fbfa0,V26: A1,pistol,Pearl,2,0,1,,91,91,0,1
a1df5bc3-59cd-4e47-b82b-3e81f08fbfa0,V26: A1,semi,Pearl,3,1,2,3,62,157.75,0,1
a1df5bc3-59cd-4e47-b82b-3e81f08fbfa0,V26: A1,eco,Pearl,4,1,3,4,104,155.6,0,0.8
a1df5bc3-59cd-4e47-b82b-3e81f08fbfa0,V26: A1,full,Pearl,4,3,3,1.333333333,20,134.2,0,0.6
a38f171c-5420-45a2-8e7d-9b3a21ca885c,V26: A3,pistol,Lotus,3,1,1,3,123,224,0,0.5
a38f171c-5420-45a2-8e7d-9b3a21ca885c,V26: A3,eco,Lotus,4,5,1,0.8,-27,124.83,0,0.333
a38f171c-5420-45a2-8e7d-9b3a21ca885c,V26: A3,semi,Lotus,9,7,4,1.285714286,28,183.22,0.667,0.444
a38f171c-5420-45a2-8e7d-9b3a21ca885c,V26: A3,full,Lotus,3,5,2,0.6,-41,92.57,0,0.571
a5de2f7d-94f3-4f29-b5ee-b3cbafb050ea,V26: A2,pistol,Pearl,1,2,0,0.5,-67,52,0,0.5
a5de2f7d-94f3-4f29-b5ee-b3cbafb050ea,V26: A2,semi,Pearl,4,8,0,0.5,-82,79.11,0,0.333
a5de2f7d-94f3-4f29-b5ee-b3cbafb050ea,V26: A2,eco,Pearl,2,6,2,0.333333333,-123,49.57,0,0.571
a5de2f7d-94f3-4f29-b5ee-b3cbafb050ea,V26: A2,full,Pearl,4,3,0,1.333333333,10,135.83,0,0.5
a5e9ee3a-dbe7-4fe1-a43d-8c6bbb11b208,V26: A2,pistol,Haven,2,1,0,2,34,117,1,1
a5e9ee3a-dbe7-4fe1-a43d-8c6bbb11b208,V26: A2,semi,Haven,15,6,2,2.5,125,247.6,1,0.4
a5e9ee3a-dbe7-4fe1-a43d-8c6bbb11b208,V26: A2,full,Haven,2,3,2,0.666666667,-6,126.75,0,0.25
a5e9ee3a-dbe7-4fe1-a43d-8c6bbb11b208,V26: A2,eco,Haven,4,4,0,1,-46,148,1,0.2
ab0e225d-41f4-41af-bd6f-7b9cd5588dd6,V26: A2,pistol,Haven,1,0,0,,8,38,0,1
ab0e225d-41f4-41af-bd6f-7b9cd5588dd6,V26: A2,semi,Haven,12,7,1,1.714285714,57,182,1,0.9
ab0e225d-41f4-41af-bd6f-7b9cd5588dd6,V26: A2,eco,Haven,1,2,0,0.5,-48,103.5,0,0
ab0e225d-41f4-41af-bd6f-7b9cd5588dd6,V26: A2,full,Haven,4,4,1,1,-23,135.8,0,0.4
ab1bff2b-6f8c-4c72-8984-b3bacf79d838,V26: A1,pistol,Breeze,0,0,0,,0,0,0,1
ab1bff2b-6f8c-4c72-8984-b3bacf79d838,V26: A1,semi,Breeze,2,0,0,,196,209.5,0,1
ab1bff2b-6f8c-4c72-8984-b3bacf79d838,V26: A1,eco,Breeze,9,2,2,4.5,242,339,1,1
b5ad9b72-f66a-4bfc-95eb-444f12fde306,V26: A1,pistol,Haven,2,1,0,2,52,143,0,0.5
b5ad9b72-f66a-4bfc-95eb-444f12fde306,V26: A1,semi,Haven,7,7,4,1,-10,99.31,0,0.769
b5ad9b72-f66a-4bfc-95eb-444f12fde306,V26: A1,full,Haven,2,3,1,0.666666667,-82,124.67,0,0
b5ad9b72-f66a-4bfc-95eb-444f12fde306,V26: A1,eco,Haven,5,3,1,1.666666667,91,189.4,0,0.4
bbb662c3-500d-49f2-a2af-5cf653a3de9c,V26: A3,pistol,Fracture,1,1,0,1,44,96.5,0,0.5
bbb662c3-500d-49f2-a2af-5cf653a3de9c,V26: A3,semi,Fracture,3,3,1,1,31,151.8,0.5,0.8
bbb662c3-500d-49f2-a2af-5cf653a3de9c,V26: A3,eco,Fracture,7,2,2,3.5,123,207,1,0.833
bbb662c3-500d-49f2-a2af-5cf653a3de9c,V26: A3,full,Fracture,3,1,1,3,52,165,0,1
bc1b3235-f629-4472-a520-d0e61feaf5e2,V26: A3,pistol,Pearl,0,2,1,0,-79,26,0,0
bc1b3235-f629-4472-a520-d0e61feaf5e2,V26: A3,eco,Pearl,0,6,1,0,-129,3.25,0,0.5
bc1b3235-f629-4472-a520-d0e61feaf5e2,V26: A3,full,Pearl,2,2,0,1,-41,86.67,0,0.667
bc1b3235-f629-4472-a520-d0e61feaf5e2,V26: A3,semi,Pearl,6,3,4,2,1,78.1,0,0.7
bdcad35f-c6a1-41db-904c-b16203fa5485,V26: A3,pistol,Haven,2,1,2,2,94,148.5,0,0.5
bdcad35f-c6a1-41db-904c-b16203fa5485,V26: A3,eco,Haven,3,3,0,1,52,231,0,0
bdcad35f-c6a1-41db-904c-b16203fa5485,V26: A3,semi,Haven,7,8,3,0.875,-31,131.2,0.667,0.3
bdcad35f-c6a1-41db-904c-b16203fa5485,V26: A3,full,Haven,3,2,0,1.5,90,302,0,0
c92211ea-18c5-40c6-8b11-2a5aed64f6a4,V26: A3,pistol,Pearl,3,1,1,3,142,249.5,1,0.5
c92211ea-18c5-40c6-8b11-2a5aed64f6a4,V26: A3,semi,Pearl,11,8,1,1.375,89,217.09,0.333,0.364
c92211ea-18c5-40c6-8b11-2a5aed64f6a4,V26: A3,eco,Pearl,4,4,0,1,-27,151.5,0.5,0
c92211ea-18c5-40c6-8b11-2a5aed64f6a4,V26: A3,full,Pearl,3,2,0,1.5,76,234,0,0.5
c9973593-8253-47a0-a6dd-f6cbaefc7f43,V26: A2,pistol,Breeze,4,1,1,4,99,180,0,1
c9973593-8253-47a0-a6dd-f6cbaefc7f43,V26: A2,semi,Breeze,7,3,4,2.333333333,113,208.33,0,0.667
c9973593-8253-47a0-a6dd-f6cbaefc7f43,V26: A2,eco,Breeze,3,1,0,3,88,135.8,0,0.8
c9973593-8253-47a0-a6dd-f6cbaefc7f43,V26: A2,full,Breeze,1,3,2,0.333333333,-119,95.67,0.5,1
cb0dd8b4-a83a-40b1-93c4-b4d2fb0f1805,V26: A1,pistol,Split,1,2,4,0.5,-32,89,0,1
cb0dd8b4-a83a-40b1-93c4-b4d2fb0f1805,V26: A1,semi,Split,7,3,6,2.333333333,82,175.5,0.5,0.875
cb0dd8b4-a83a-40b1-93c4-b4d2fb0f1805,V26: A1,eco,Split,3,4,0,0.75,-39,137.75,1,0.5
cb0dd8b4-a83a-40b1-93c4-b4d2fb0f1805,V26: A1,full,Split,2,2,2,1,3,140,0,0.667
cbf9255c-1ed7-404a-a8f8-781e329d2457,V26: A3,pistol,Breeze,5,0,1,,272,297.5,1,0.5
cbf9255c-1ed7-404a-a8f8-781e329d2457,V26: A3,semi,Breeze,4,4,1,1,7,105.62,0,0.75
cbf9255c-1ed7-404a-a8f8-781e329d2457,V26: A3,eco,Breeze,4,4,1,1,37,126.43,1,0.714
cbf9255c-1ed7-404a-a8f8-781e329d2457,V26: A3,full,Breeze,1,1,0,1,-48,78,0,0.5
cc636d05-6dfe-4519-aa83-42a8200e2bc8,V26: A3,pistol,Split,1,2,1,0.5,-30,105,0,0
cc636d05-6dfe-4519-aa83-42a8200e2bc8,V26: A3,eco,Split,3,5,2,0.6,-45,107.83,1,0.5
cc636d05-6dfe-4519-aa83-42a8200e2bc8,V26: A3,semi,Split,9,6,2,1.5,25,161.25,1,0.25
cc636d05-6dfe-4519-aa83-42a8200e2bc8,V26: A3,full,Split,3,3,3,1,-23,88,0,0.6
cdf1764a-ab0f-4cba-8852-1c2113962c14,V26: A3,pistol,Haven,2,1,1,2,-11,132,1,1
cdf1764a-ab0f-4cba-8852-1c2113962c14,V26: A3,semi,Haven,7,10,3,0.7,-21,148.33,0.6,0.417
cdf1764a-ab0f-4cba-8852-1c2113962c14,V26: A3,full,Haven,3,4,0,0.75,-31,129.4,0,0.2
cdf1764a-ab0f-4cba-8852-1c2113962c14,V26: A3,eco,Haven,1,3,2,0.333333333,-39,52.8,0,1
ce77a3ab-b7bb-459f-b868-0cf39d190628,V26: A2,pistol,Bind,0,2,2,0,8,136.5,0,0.5
ce77a3ab-b7bb-459f-b868-0cf39d190628,V26: A2,semi,Bind,6,5,4,1.2,46,225.83,1,1
ce77a3ab-b7bb-459f-b868-0cf39d190628,V26: A2,eco,Bind,6,3,1,2,82,190,0,0.6
ce77a3ab-b7bb-459f-b868-0cf39d190628,V26: A2,full,Bind,4,1,3,4,98,183.33,0,1
cfa79ca7-dbe3-4808-a092-e7435b07cf2b,V26: A1,pistol,Abyss,3,1,1,3,102,175,0,0.5
cfa79ca7-dbe3-4808-a092-e7435b07cf2b,V26: A1,semi,Abyss,5,2,0,2.5,156,236.25,0.5,0.75
cfa79ca7-dbe3-4808-a092-e7435b07cf2b,V26: A1,eco,Abyss,6,5,2,1.2,32,188.5,1,0.667
cfa79ca7-dbe3-4808-a092-e7435b07cf2b,V26: A1,full,Abyss,6,4,1,1.5,31,155.67,1,0.833
d227af40-1201-466d-a78c-919de89d56e2,V26: A3,pistol,Lotus,3,1,1,3,142,195,1,0.5
d227af40-1201-466d-a78c-919de89d56e2,V26: A3,eco,Lotus,5,5,2,1,28,149.5,1,0.667
d227af40-1201-466d-a78c-919de89d56e2,V26: A3,semi,Lotus,2,5,2,0.4,-29,90.17,0,0.5
d227af40-1201-466d-a78c-919de89d56e2,V26: A3,full,Lotus,4,3,0,1.333333333,9,129.6,1,1
d5d74d3f-0134-42b3-bedc-709f95769bf4,V26: A3,pistol,Pearl,1,1,2,1,-49,93.5,0,0.5
d5d74d3f-0134-42b3-bedc-709f95769bf4,V26: A3,semi,Pearl,5,4,6,1.25,-3,93.88,0,0.5
d5d74d3f-0134-42b3-bedc-709f95769bf4,V26: A3,eco,Pearl,9,6,5,1.5,85,175.9,1,0.5
d5d74d3f-0134-42b3-bedc-709f95769bf4,V26: A3,full,Pearl,3,4,2,0.75,-78,44.5,1,0.333
d7912805-6223-49c5-8872-e39e00780b5a,V26: A1,pistol,Pearl,1,1,1,1,58,111,0,0.5
d7912805-6223-49c5-8872-e39e00780b5a,V26: A1,eco,Pearl,4,5,1,0.8,-28,109.67,0,0.333
d7912805-6223-49c5-8872-e39e00780b5a,V26: A1,semi,Pearl,10,10,3,1,11,145.86,0,0.643
d7912805-6223-49c5-8872-e39e00780b5a,V26: A1,full,Pearl,0,2,0,0,-155,0,0,0.5
de480474-c66b-4f42-ad85-cd34b054be43,V26: A1,pistol,Pearl,3,0,0,,147,147,0,1
de480474-c66b-4f42-ad85-cd34b054be43,V26: A1,semi,Pearl,10,7,1,1.428571429,24,164.67,0.667,0.667
de480474-c66b-4f42-ad85-cd34b054be43,V26: A1,eco,Pearl,5,3,1,1.666666667,33,168.17,0,0.667
de480474-c66b-4f42-ad85-cd34b054be43,V26: A1,full,Pearl,4,1,0,4,143,300,1,0.5
de96e06e-24cb-48e2-aa7c-2a32e926d5bc,V26: A1,pistol,Abyss,3,2,0,1.5,28,168,0,0
de96e06e-24cb-48e2-aa7c-2a32e926d5bc,V26: A1,eco,Abyss,5,6,5,0.833333333,-55,104,0,0.286
de96e06e-24cb-48e2-aa7c-2a32e926d5bc,V26: A1,full,Abyss,2,6,7,0.333333333,-51,72.44,0.5,0.667
de96e06e-24cb-48e2-aa7c-2a32e926d5bc,V26: A1,semi,Abyss,7,5,5,1.4,46,192.5,0.5,0.5
e0c09d3d-87f5-4dd2-aa23-4ab87fc7862e,V26: A2,pistol,Pearl,2,2,0,1,-63,65,0,0.5
e0c09d3d-87f5-4dd2-aa23-4ab87fc7862e,V26: A2,semi,Pearl,10,8,3,1.25,6,163.3,1,0.4
e0c09d3d-87f5-4dd2-aa23-4ab87fc7862e,V26: A2,eco,Pearl,2,3,0,0.666666667,12,226.67,0,0
e0c09d3d-87f5-4dd2-aa23-4ab87fc7862e,V26: A2,full,Pearl,2,3,0,0.666666667,-61,121.67,0,0
e0f5a7e8-b324-47d0-8e03-d72536a85f5d,V26: A3,pistol,Lotus,3,1,1,3,101,182,0,0.5
e0f5a7e8-b324-47d0-8e03-d72536a85f5d,V26: A3,semi,Lotus,1,1,0,1,-3,87,1,1
e0f5a7e8-b324-47d0-8e03-d72536a85f5d,V26: A3,eco,Lotus,7,4,0,1.75,123,251.6,0,0.4
e0f5a7e8-b324-47d0-8e03-d72536a85f5d,V26: A3,full,Lotus,9,9,4,1,3,153.18,1,0.636
e239755f-f90e-4845-bbd4-325b36f723c6,V26: A2,pistol,Split,3,0,0,,196,195.5,0,1
e239755f-f90e-4845-bbd4-325b36f723c6,V26: A2,semi,Split,10,15,5,0.666666667,-40,138.53,0.25,0.471
e239755f-f90e-4845-bbd4-325b36f723c6,V26: A2,eco,Split,1,3,1,0.333333333,-56,92.33,0.5,0.333
e239755f-f90e-4845-bbd4-325b36f723c6,V26: A2,full,Split,4,5,0,0.8,-76,124.17,1,0.5
e3950d8a-79db-433f-8e59-b1284897ad0c,V26: A2,pistol,Fracture,0,2,3,0,-124,0,0,0
e3950d8a-79db-433f-8e59-b1284897ad0c,V26: A2,eco,Fracture,0,2,2,0,-89,65,0,0
e3950d8a-79db-433f-8e59-b1284897ad0c,V26: A2,full,Fracture,3,5,3,0.6,-62,117.4,0,0.6
e3950d8a-79db-433f-8e59-b1284897ad0c,V26: A2,semi,Fracture,4,10,3,0.4,-71,106.3,0,0.3
e4902ea2-ecfc-49e2-8733-1d144100b343,V26: A2,pistol,Breeze,0,2,1,0,-94,39,0,0
e4902ea2-ecfc-49e2-8733-1d144100b343,V26: A2,semi,Breeze,10,8,4,1.25,31,204.9,0.714,0.4
e4902ea2-ecfc-49e2-8733-1d144100b343,V26: A2,eco,Breeze,10,9,1,1.111111111,-5,178.56,0.714,0.444
e4902ea2-ecfc-49e2-8733-1d144100b343,V26: A2,full,Breeze,2,1,2,2,132,255,1,1
e989d386-0a60-4aeb-ba05-6094941d17b0,V26: A3,pistol,Pearl,0,2,0,0,-156,0,0,0
e989d386-0a60-4aeb-ba05-6094941d17b0,V26: A3,eco,Pearl,2,3,0,0.666666667,0,146,1,0
e989d386-0a60-4aeb-ba05-6094941d17b0,V26: A3,semi,Pearl,5,6,1,0.833333333,-6,124.88,0,0.375
e989d386-0a60-4aeb-ba05-6094941d17b0,V26: A3,full,Pearl,3,3,2,1,67,226.67,0,0
eb885d08-b0b7-4621-9a0c-c1a64f52a0f5,V26: A1,pistol,Split,2,2,0,1,10,141,1,0.5
eb885d08-b0b7-4621-9a0c-c1a64f52a0f5,V26: A1,eco,Split,7,3,3,2.333333333,111,209.5,0,0.667
eb885d08-b0b7-4621-9a0c-c1a64f52a0f5,V26: A1,semi,Split,11,9,5,1.222222222,66,219.82,0.5,0.273
eb885d08-b0b7-4621-9a0c-c1a64f52a0f5,V26: A1,full,Split,1,3,0,0.333333333,-104,61.67,0.5,0.333
ec5f30ab-67a6-4bb7-84fe-4bd6a0e594e1,V26: A2,pistol,Pearl,3,2,2,1.5,108,225,0,0.5
ec5f30ab-67a6-4bb7-84fe-4bd6a0e594e1,V26: A2,semi,Pearl,10,4,4,2.5,156,252.5,1,0.75
ec5f30ab-67a6-4bb7-84fe-4bd6a0e594e1,V26: A2,eco,Pearl,3,5,0,0.6,-63,95.33,0,0.667
ec5f30ab-67a6-4bb7-84fe-4bd6a0e594e1,V26: A2,full,Pearl,4,4,1,1,30,149.83,0,0.333
edf4c7d1-cac4-4e1a-a36b-324d94b29a03,V26: A3,pistol,Breeze,0,2,1,0,-70,65,0,0
edf4c7d1-cac4-4e1a-a36b-324d94b29a03,V26: A3,eco,Breeze,5,6,6,0.833333333,-35,72.6,0,0.5
edf4c7d1-cac4-4e1a-a36b-324d94b29a03,V26: A3,semi,Breeze,4,3,3,1.333333333,10,140.67,0,0.5
edf4c7d1-cac4-4e1a-a36b-324d94b29a03,V26: A3,full,Breeze,8,1,0,8,140,204.67,0,0.833
efca87ef-7677-4824-8f7e-5c70da6b9e67,V26: A1,pistol,Breeze,0,2,2,0,-86,40.5,0,0
efca87ef-7677-4824-8f7e-5c70da6b9e67,V26: A1,eco,Breeze,2,2,2,1,48,188.5,0,0.5
efca87ef-7677-4824-8f7e-5c70da6b9e67,V26: A1,full,Breeze,7,5,2,1.4,106,297,1,0.2
efca87ef-7677-4824-8f7e-5c70da6b9e67,V26: A1,semi,Breeze,10,8,0,1.25,59,239,0,0.25
f00a0dd5-1a79-416f-8dd0-e9bbc92bfa24,V26: A3,pistol,Haven,4,0,1,,238,247,0,1
f00a0dd5-1a79-416f-8dd0-e9bbc92bfa24,V26: A3,eco,Haven,3,3,1,1,-23,145.75,0,0.75
f00a0dd5-1a79-416f-8dd0-e9bbc92bfa24,V26: A3,full,Haven,10,3,0,3.333333333,174,252.43,0,0.857
f00a0dd5-1a79-416f-8dd0-e9bbc92bfa24,V26: A3,semi,Haven,5,2,1,2.5,300,448,0,1
f17653a5-6abb-4b02-bf40-a981114843f9,V26: A3,pistol,Fracture,1,1,1,1,-4,51.5,0.5,1
f17653a5-6abb-4b02-bf40-a981114843f9,V26: A3,semi,Fracture,6,7,2,0.857142857,-32,95.67,0.5,0.5
f17653a5-6abb-4b02-bf40-a981114843f9,V26: A3,eco,Fracture,5,4,0,1.25,112,238.6,0.5,0.2
f17653a5-6abb-4b02-bf40-a981114843f9,V26: A3,full,Fracture,8,4,2,2,238,354.4,1,0.4
f2171649-8862-41d0-a645-496cdfd981fa,V26: A3,pistol,Haven,0,1,0,0,-66,13,0,0.5
f2171649-8862-41d0-a645-496cdfd981fa,V26: A3,eco,Haven,4,5,0,0.8,-43,85.71,0.333,0.286
f2171649-8862-41d0-a645-496cdfd981fa,V26: A3,semi,Haven,7,9,1,0.777777778,-22,148.8,0.4,0.6
f2171649-8862-41d0-a645-496cdfd981fa,V26: A3,full,Haven,4,3,1,1.333333333,29,144,0.5,0.4
f3aaf9a0-16c2-4344-a50a-20342c1c1e91,V26: A2,pistol,Breeze,1,2,1,0.5,-39,111,0,0.5
f3aaf9a0-16c2-4344-a50a-20342c1c1e91,V26: A2,eco,Breeze,4,7,1,0.571428571,-87,93.75,0.333,0.5
f3aaf9a0-16c2-4344-a50a-20342c1c1e91,V26: A2,semi,Breeze,9,2,2,4.5,193,264.17,0,0.667
f3aaf9a0-16c2-4344-a50a-20342c1c1e91,V26: A2,full,Breeze,5,3,2,1.666666667,97,250.6,1,0.8
fdd27450-3ebc-4b89-9e17-f168d454aa01,V26: A3,pistol,Ascent,0,2,2,0,-24,89,0,0.5
fdd27450-3ebc-4b89-9e17-f168d454aa01,V26: A3,semi,Ascent,8,12,2,0.666666667,-62,113,0,0.333
fdd27450-3ebc-4b89-9e17-f168d454aa01,V26: A3,eco,Ascent,1,5,1,0.2,-168,43,0,0.4
fdd27450-3ebc-4b89-9e17-f168d454aa01,V26: A3,full,Ascent,5,2,0,2.5,116,241.5,1,0.75
